unix_ts,namespace,pod,cpu_m,mem_mib
1782110648,kube-system,coredns-c4dbffb5f-p9rsr,3,28
1782110648,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,16
1782110648,kube-system,metrics-server-786d997795-hcp2m,9,48
1782110648,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1782110648,kube-system,traefik-9bcdbbd9-qtpjt,1,37
1782110651,kube-system,coredns-c4dbffb5f-p9rsr,3,28
1782110651,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,16
1782110651,kube-system,metrics-server-786d997795-hcp2m,9,48
1782110651,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1782110651,kube-system,traefik-9bcdbbd9-qtpjt,1,37
1782110653,kube-system,coredns-c4dbffb5f-p9rsr,3,28
1782110653,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,16
1782110653,kube-system,metrics-server-786d997795-hcp2m,9,48
1782110653,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1782110653,kube-system,traefik-9bcdbbd9-qtpjt,1,37
1782110657,kube-system,coredns-c4dbffb5f-p9rsr,3,28
1782110657,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,16
1782110657,kube-system,metrics-server-786d997795-hcp2m,7,48
1782110657,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1782110657,kube-system,traefik-9bcdbbd9-qtpjt,1,37
1782110659,kube-system,coredns-c4dbffb5f-p9rsr,3,28
1782110659,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,16
1782110659,kube-system,metrics-server-786d997795-hcp2m,7,48
1782110659,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1782110659,kube-system,traefik-9bcdbbd9-qtpjt,1,37
1782110662,kube-system,coredns-c4dbffb5f-p9rsr,3,28
1782110662,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,16
1782110662,kube-system,metrics-server-786d997795-hcp2m,7,48
1782110662,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1782110662,kube-system,traefik-9bcdbbd9-qtpjt,1,37
1782110664,kube-system,coredns-c4dbffb5f-p9rsr,3,28
1782110664,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,16
1782110664,kube-system,metrics-server-786d997795-hcp2m,7,48
1782110664,kube-system,svclb-traefik-1100f998-kpm9h,0,0
