namespace,phase,unix_ts
gsm-1,t0,1781516920.885854954
gsm-1,t_apply,1781516921.614514147
gsm-1,t_ready,1781516958.642765869
gsm-1,t_attached,1781516959.466318427
gsm-1,t_test0,1781516959.468239017
gsm-1,t_testN,1781517373.757326229
gsm-1,t_teardown,1781517427.161550750
gsm-1,t0,1781517427.237431186
gsm-1,t_apply,1781517428.576492031
gsm-1,t_ready,1781517465.080994628
gsm-1,t_attached,1781517466.345139095
gsm-1,t_test0,1781517466.347429581
gsm-1,t_testN,1781517658.974516923
gsm-1,t_teardown,1781517713.762789775
gsm-1,t0,1781517713.834954746
gsm-1,t_apply,1781517714.336298324
gsm-1,t_ready,1781517751.078375954
gsm-1,t_attached,1781517751.874454401
gsm-1,t_test0,1781517751.876041448
gsm-1,t_testN,1781517847.595536319
gsm-1,t_teardown,1781517895.158681480
gsm-1,t0,1781517895.249715991
gsm-1,t_apply,1781517896.619757173
gsm-1,t_ready,1781517933.331076905
gsm-1,t_attached,1781517934.204148646
gsm-1,t_test0,1781517934.206592115
gsm-1,t_testN,1781518032.413582378
gsm-1,t_teardown,1781518084.208453855
gsm-1,t0,1781518084.292326101
gsm-1,t_apply,1781518085.364228978
gsm-1,t_ready,1781518121.732781602
gsm-1,t_attached,1781518122.561188711
gsm-1,t_test0,1781518122.563290817
gsm-1,t_testN,1781518322.122913981
gsm-1,t_teardown,1781518375.979975295
gsm-1,t0,1781518376.057787317
gsm-1,t_apply,1781518377.548247787
gsm-1,t_ready,1781518414.226652094
gsm-1,t_attached,1781518415.064563406
gsm-1,t_test0,1781518415.066153553
gsm-1,t_testN,1781518506.904321618
gsm-1,t_teardown,1781518559.292299475
gsm-1,t0,1781518559.377802961
gsm-1,t_apply,1781518560.630594979
gsm-1,t_ready,1781518596.957462011
gsm-1,t_attached,1781518597.809504708
gsm-1,t_test0,1781518597.811776350
gsm-1,t_testN,1781518712.532665240
gsm-1,t_teardown,1781518764.742393484
gsm-1,t0,1781518764.829446371
gsm-1,t_apply,1781518765.674126886
gsm-1,t_ready,1781518802.332284159
gsm-1,t_attached,1781518803.128707933
gsm-1,t_test0,1781518803.129942318
gsm-1,t_testN,1781519136.340630321
gsm-1,t_teardown,1781519188.098203671
