namespace,phase,unix_ts
gsm-1,t0,1781526264.456842710
gsm-1,t_apply,1781526265.629991463
gsm-1,t_ready,1781526301.925287570
gsm-1,t_attached,1781526302.742588895
gsm-1,t_test0,1781526302.745254465
gsm-1,t_testN,1781526719.254528394
gsm-1,t_teardown,1781526772.519224114
gsm-1,t0,1781526772.605646025
gsm-1,t_apply,1781526773.663489481
gsm-1,t_ready,1781526810.645105337
gsm-1,t_attached,1781526811.527661602
gsm-1,t_test0,1781526811.529133243
gsm-1,t_testN,1781526903.539808955
gsm-1,t_teardown,1781526955.499287708
gsm-1,t0,1781526955.577969162
gsm-1,t_apply,1781526956.581853498
gsm-1,t_ready,1781526992.916339880
gsm-1,t_attached,1781526993.779728439
gsm-1,t_test0,1781526993.782904435
gsm-1,t_testN,1781527193.142498949
gsm-1,t_teardown,1781527246.241218782
gsm-1,t0,1781527246.332981112
gsm-1,t_apply,1781527247.621933209
gsm-1,t_ready,1781527284.674497511
gsm-1,t_attached,1781527285.655113456
gsm-1,t_test0,1781527285.657460469
gsm-1,t_testN,1781527401.142904555
gsm-1,t_teardown,1781527455.477743705
gsm-2,t0,1781526264.454373067
gsm-2,t_apply,1781526265.684035877
gsm-2,t_ready,1781526301.908247930
gsm-2,t_attached,1781526305.898735843
gsm-2,t_test0,1781526305.901329083
gsm-2,t_testN,1781526501.357752359
gsm-2,t_teardown,1781526555.012300107
gsm-2,t0,1781526555.106061006
gsm-2,t_apply,1781526556.648815319
gsm-2,t_ready,1781526593.532072682
gsm-2,t_attached,1781526594.384674509
gsm-2,t_test0,1781526594.386539215
gsm-2,t_testN,1781526693.120061863
gsm-2,t_teardown,1781526746.125882247
gsm-2,t0,1781526746.213731921
gsm-2,t_apply,1781526747.571542926
gsm-2,t_ready,1781526784.396888559
gsm-2,t_attached,1781526785.658958447
gsm-2,t_test0,1781526785.661477900
gsm-2,t_testN,1781526874.472940088
gsm-2,t_teardown,1781526927.121369561
gsm-2,t0,1781526927.210355069
gsm-2,t_apply,1781526928.654269752
gsm-2,t_ready,1781526966.182286387
gsm-2,t_attached,1781526967.078184363
gsm-2,t_test0,1781526967.080611339
gsm-2,t_testN,1781527296.522515635
gsm-2,t_teardown,1781527350.133427369
