namespace,phase,unix_ts
gsm-1,t0,1781529064.017025116
gsm-1,t_apply,1781529064.971380815
gsm-1,t_ready,1781529107.544864668
gsm-1,t_attached,1781529108.680585989
gsm-1,t_test0,1781529108.682281641
gsm-1,t_testN,1781529518.140838251
gsm-1,t_teardown,1781529571.258528550
gsm-1,t0,1781529571.346366751
gsm-1,t_apply,1781529572.613732477
gsm-1,t_ready,1781529610.959782948
gsm-1,t_attached,1781529612.211207336
gsm-1,t_test0,1781529612.213961468
gsm-1,t_testN,1781529811.462569190
gsm-1,t_teardown,1781529865.454207854
gsm-2,t0,1781529064.014471324
gsm-2,t_apply,1781529064.821444322
gsm-2,t_ready,1781529102.180459462
gsm-2,t_attached,1781529103.216575331
gsm-2,t_test0,1781529103.218366666
gsm-2,t_testN,1781529297.137227671
gsm-2,t_teardown,1781529350.943847874
gsm-2,t0,1781529351.034405968
gsm-2,t_apply,1781529351.789712333
gsm-2,t_ready,1781529388.108167682
gsm-2,t_attached,1781529389.006484538
gsm-2,t_test0,1781529389.008083336
gsm-2,t_testN,1781529478.116689301
gsm-2,t_teardown,1781529532.483295251
gsm-3,t0,1781529064.016597918
gsm-3,t_apply,1781529064.918878464
gsm-3,t_ready,1781529102.179701072
gsm-3,t_attached,1781529103.212098445
gsm-3,t_test0,1781529103.213577937
gsm-3,t_testN,1781529195.114922348
gsm-3,t_teardown,1781529248.085937329
gsm-3,t0,1781529248.178577861
gsm-3,t_apply,1781529249.585147194
gsm-3,t_ready,1781529286.958730849
gsm-3,t_attached,1781529288.555131643
gsm-3,t_test0,1781529288.556786347
gsm-3,t_testN,1781529403.618943219
gsm-3,t_teardown,1781529456.989053229
gsm-4,t0,1781529064.020684910
gsm-4,t_apply,1781529064.945066396
gsm-4,t_ready,1781529102.183623183
gsm-4,t_attached,1781529106.150735616
gsm-4,t_test0,1781529106.152635488
gsm-4,t_testN,1781529201.401924781
gsm-4,t_teardown,1781529260.570591468
gsm-4,t0,1781529260.656834676
gsm-4,t_apply,1781529261.623295745
gsm-4,t_ready,1781529299.173897285
gsm-4,t_attached,1781529300.042385885
gsm-4,t_test0,1781529300.043924282
gsm-4,t_testN,1781529633.955039930
gsm-4,t_teardown,1781529687.291330374
