namespace,phase,unix_ts
gsm-1,t0,1781528259.376448957
gsm-1,t_apply,1781528260.591679986
gsm-1,t_ready,1781528297.955723231
gsm-1,t_attached,1781528299.332427205
gsm-1,t_test0,1781528299.334011031
gsm-1,t_testN,1781528713.880061646
gsm-1,t_teardown,1781528769.116470325
gsm-1,t0,1781528769.204746587
gsm-1,t_apply,1781528770.610188695
gsm-1,t_ready,1781528807.959980980
gsm-1,t_attached,1781528809.519033343
gsm-1,t_test0,1781528809.520791674
gsm-1,t_testN,1781529009.152663907
gsm-1,t_teardown,1781529063.788876140
gsm-2,t0,1781528259.378539070
gsm-2,t_apply,1781528260.815016302
gsm-2,t_ready,1781528303.176189551
gsm-2,t_attached,1781528304.096754472
gsm-2,t_test0,1781528304.098654179
gsm-2,t_testN,1781528497.671550098
gsm-2,t_teardown,1781528552.349301302
gsm-2,t0,1781528552.441635384
gsm-2,t_apply,1781528553.591907394
gsm-2,t_ready,1781528590.093089748
gsm-2,t_attached,1781528594.226426064
gsm-2,t_test0,1781528594.229514175
gsm-2,t_testN,1781528687.127800836
gsm-2,t_teardown,1781528740.386973976
gsm-3,t0,1781528259.381201383
gsm-3,t_apply,1781528260.687695237
gsm-3,t_ready,1781528297.951799823
gsm-3,t_attached,1781528299.331030832
gsm-3,t_test0,1781528299.332416978
gsm-3,t_testN,1781528395.111019939
gsm-3,t_teardown,1781528448.302268610
gsm-3,t0,1781528448.392859802
gsm-3,t_apply,1781528449.529626406
gsm-3,t_ready,1781528485.874949325
gsm-3,t_attached,1781528487.694522872
gsm-3,t_test0,1781528487.696804379
gsm-3,t_testN,1781528603.088415859
gsm-3,t_teardown,1781528658.380127112
gsm-4,t0,1781528259.378225466
gsm-4,t_apply,1781528260.750626171
gsm-4,t_ready,1781528297.959937195
gsm-4,t_attached,1781528299.333083676
gsm-4,t_test0,1781528299.335513912
gsm-4,t_testN,1781528397.499445076
gsm-4,t_teardown,1781528454.988168133
gsm-4,t0,1781528455.074652273
gsm-4,t_apply,1781528456.564810723
gsm-4,t_ready,1781528493.204964435
gsm-4,t_attached,1781528494.132153145
gsm-4,t_test0,1781528494.134736037
gsm-4,t_testN,1781528827.516496144
gsm-4,t_teardown,1781528881.688404543
