namespace,phase,unix_ts
gsm-1,t0,1781508151.807813808
gsm-1,t_apply,1781508152.674412306
gsm-1,t_ready,1781508189.259353441
gsm-1,t_attached,1781508190.085817124
gsm-1,t_test0,1781508190.087522986
gsm-1,t_testN,1781508603.716171341
gsm-1,t_teardown,1781508658.067752320
gsm-1,t0,1781508658.154617207
gsm-1,t_apply,1781508659.506299065
gsm-1,t_ready,1781508696.309346038
gsm-1,t_attached,1781508697.171637142
gsm-1,t_test0,1781508697.174006437
gsm-1,t_testN,1781508792.404907152
gsm-1,t_teardown,1781508843.246148171
gsm-1,t0,1781508843.335996160
gsm-1,t_apply,1781508844.533044085
gsm-1,t_ready,1781508882.100879496
gsm-1,t_attached,1781508882.949604462
gsm-1,t_test0,1781508882.951860682
gsm-1,t_testN,1781509082.276066990
gsm-1,t_teardown,1781509136.170678055
gsm-1,t0,1781509136.251663103
gsm-1,t_apply,1781509137.526562482
gsm-1,t_ready,1781509174.337594374
gsm-1,t_attached,1781509176.343168577
gsm-1,t_test0,1781509176.344922096
gsm-1,t_testN,1781509291.278614204
gsm-1,t_teardown,1781509345.985137704
gsm-2,t0,1781508151.807206711
gsm-2,t_apply,1781508152.732006688
gsm-2,t_ready,1781508189.264393981
gsm-2,t_attached,1781508190.087537942
gsm-2,t_test0,1781508190.089052672
gsm-2,t_testN,1781508392.188519628
gsm-2,t_teardown,1781508445.622980133
gsm-2,t0,1781508445.704413785
gsm-2,t_apply,1781508446.588625748
gsm-2,t_ready,1781508482.948993984
gsm-2,t_attached,1781508483.856437688
gsm-2,t_test0,1781508483.858355244
gsm-2,t_testN,1781508582.319485867
gsm-2,t_teardown,1781508634.439094045
gsm-2,t0,1781508634.519002275
gsm-2,t_apply,1781508635.648355159
gsm-2,t_ready,1781508672.541137521
gsm-2,t_attached,1781508673.516336875
gsm-2,t_test0,1781508673.519010371
gsm-2,t_testN,1781508766.083606295
gsm-2,t_teardown,1781508820.316176755
gsm-2,t0,1781508820.398813453
gsm-2,t_apply,1781508821.589687505
gsm-2,t_ready,1781508858.547863699
gsm-2,t_attached,1781508859.424346748
gsm-2,t_test0,1781508859.426760746
gsm-2,t_testN,1781509192.379371090
gsm-2,t_teardown,1781509244.578418815
