unix_ts,namespace,pod,cpu_m,mem_mib
1781689018,kube-system,coredns-c4dbffb5f-p9rsr,3,26
1781689018,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,14
1781689018,kube-system,metrics-server-786d997795-hcp2m,7,43
1781689018,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1781689018,kube-system,traefik-9bcdbbd9-qtpjt,1,39
1781689021,kube-system,coredns-c4dbffb5f-p9rsr,3,26
1781689021,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,14
1781689021,kube-system,metrics-server-786d997795-hcp2m,7,43
1781689021,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1781689021,kube-system,traefik-9bcdbbd9-qtpjt,1,39
1781689023,kube-system,coredns-c4dbffb5f-p9rsr,3,26
1781689023,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,14
1781689023,kube-system,metrics-server-786d997795-hcp2m,7,43
1781689023,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1781689023,kube-system,traefik-9bcdbbd9-qtpjt,1,39
1781689027,kube-system,coredns-c4dbffb5f-p9rsr,3,26
1781689027,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,14
1781689027,kube-system,metrics-server-786d997795-hcp2m,7,43
1781689027,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1781689027,kube-system,traefik-9bcdbbd9-qtpjt,1,39
1781689029,kube-system,coredns-c4dbffb5f-p9rsr,3,26
1781689029,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,14
1781689029,kube-system,metrics-server-786d997795-hcp2m,7,43
1781689029,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1781689029,kube-system,traefik-9bcdbbd9-qtpjt,1,39
1781689035,kube-system,coredns-c4dbffb5f-p9rsr,3,26
1781689035,kube-system,local-path-provisioner-5c4dc5d66d-nfqxz,1,14
1781689035,kube-system,metrics-server-786d997795-hcp2m,7,43
1781689035,kube-system,svclb-traefik-1100f998-kpm9h,0,0
1781689035,kube-system,traefik-9bcdbbd9-qtpjt,1,39
1781689040,gsm-1,osmo-bts-virtual-5f8b9b86fc-w4htl,9,0
1781689040,gsm-1,osmo-hlr-546bdb8988-5bqxk,4,2
1781689040,gsm-1,osmo-mgw-8c8fc67d6-l5p7t,5,2
