namespace,phase,unix_ts
gsm-1,t0,1781527455.706811128
gsm-1,t_apply,1781527457.656467623
gsm-1,t_ready,1781527493.936564697
gsm-1,t_attached,1781527497.875773333
gsm-1,t_test0,1781527497.878565338
gsm-1,t_testN,1781527908.650522815
gsm-1,t_teardown,1781527963.682340894
gsm-1,t0,1781527963.770706886
gsm-1,t_apply,1781527964.568310410
gsm-1,t_ready,1781528000.717980260
gsm-1,t_attached,1781528002.363995576
gsm-1,t_test0,1781528002.365759346
gsm-1,t_testN,1781528202.050750377
gsm-1,t_teardown,1781528259.140385860
gsm-2,t0,1781527455.709317231
gsm-2,t_apply,1781527457.709047661
gsm-2,t_ready,1781527493.933990251
gsm-2,t_attached,1781527497.874493749
gsm-2,t_test0,1781527497.876178829
gsm-2,t_testN,1781527693.602173165
gsm-2,t_teardown,1781527747.500544894
gsm-2,t0,1781527747.593110138
gsm-2,t_apply,1781527748.593703139
gsm-2,t_ready,1781527785.013383325
gsm-2,t_attached,1781527785.882087339
gsm-2,t_test0,1781527785.884398066
gsm-2,t_testN,1781527875.116948087
gsm-2,t_teardown,1781527929.952946022
gsm-3,t0,1781527455.709743970
gsm-3,t_apply,1781527457.788039895
gsm-3,t_ready,1781527499.257878112
gsm-3,t_attached,1781527501.282267156
gsm-3,t_test0,1781527501.285109902
gsm-3,t_testN,1781527594.116033218
gsm-3,t_teardown,1781527647.640884855
gsm-3,t0,1781527647.727668926
gsm-3,t_apply,1781527648.567112397
gsm-3,t_ready,1781527684.996960795
gsm-3,t_attached,1781527686.215872035
gsm-3,t_test0,1781527686.217560973
gsm-3,t_testN,1781527801.007278303
gsm-3,t_teardown,1781527855.178400066
gsm-4,t0,1781527455.711170823
gsm-4,t_apply,1781527457.591224492
gsm-4,t_ready,1781527493.931834372
gsm-4,t_attached,1781527497.873145351
gsm-4,t_test0,1781527497.875078819
gsm-4,t_testN,1781527595.866688341
gsm-4,t_teardown,1781527654.120985800
gsm-4,t0,1781527654.206129227
gsm-4,t_apply,1781527655.349583793
gsm-4,t_ready,1781527692.693810373
gsm-4,t_attached,1781527693.632010884
gsm-4,t_test0,1781527693.634256605
gsm-4,t_testN,1781528027.146598857
gsm-4,t_teardown,1781528079.638836176
