namespace,phase,unix_ts
gsm-1,t0,1781523876.766139006
gsm-1,t_apply,1781523877.607576890
gsm-1,t_ready,1781523913.752585415
gsm-1,t_attached,1781523917.700786329
gsm-1,t_test0,1781523917.703461789
gsm-1,t_testN,1781524328.817290615
gsm-1,t_teardown,1781524382.299043593
gsm-1,t0,1781524382.387264216
gsm-1,t_apply,1781524383.611758431
gsm-1,t_ready,1781524419.892475471
gsm-1,t_attached,1781524420.801323440
gsm-1,t_test0,1781524420.803670164
gsm-1,t_testN,1781524515.905094251
gsm-1,t_teardown,1781524568.996549607
gsm-1,t0,1781524569.084629955
gsm-1,t_apply,1781524570.547487977
gsm-1,t_ready,1781524607.626701287
gsm-1,t_attached,1781524608.431276582
gsm-1,t_test0,1781524608.433446145
gsm-1,t_testN,1781524807.647487587
gsm-1,t_teardown,1781524863.160548369
gsm-1,t0,1781524863.249469462
gsm-1,t_apply,1781524864.610382826
gsm-1,t_ready,1781524901.404930035
gsm-1,t_attached,1781524902.279392857
gsm-1,t_test0,1781524902.281591704
gsm-1,t_testN,1781525017.122122724
gsm-1,t_teardown,1781525069.103137556
gsm-2,t0,1781523876.765107074
gsm-2,t_apply,1781523877.628367634
gsm-2,t_ready,1781523913.934137434
gsm-2,t_attached,1781523917.891253772
gsm-2,t_test0,1781523917.892775677
gsm-2,t_testN,1781524113.690064380
gsm-2,t_teardown,1781524166.390688544
gsm-2,t0,1781524166.474652053
gsm-2,t_apply,1781524167.394621075
gsm-2,t_ready,1781524204.322990858
gsm-2,t_attached,1781524205.166859079
gsm-2,t_test0,1781524205.169255353
gsm-2,t_testN,1781524303.769393783
gsm-2,t_teardown,1781524355.088374027
gsm-2,t0,1781524355.174730506
gsm-2,t_apply,1781524356.639600163
gsm-2,t_ready,1781524393.643081264
gsm-2,t_attached,1781524394.530441734
gsm-2,t_test0,1781524394.533530169
gsm-2,t_testN,1781524486.565644926
gsm-2,t_teardown,1781524537.757033192
gsm-2,t0,1781524537.844587240
gsm-2,t_apply,1781524538.678998302
gsm-2,t_ready,1781524575.394642589
gsm-2,t_attached,1781524576.420482525
gsm-2,t_test0,1781524576.422510602
gsm-2,t_testN,1781524906.261054332
gsm-2,t_teardown,1781524960.202302299
