namespace,phase,unix_ts
gsm-1,t0,1781519188.329446908
gsm-1,t_apply,1781519189.598039245
gsm-1,t_ready,1781519225.948426491
gsm-1,t_attached,1781519226.851334948
gsm-1,t_test0,1781519226.853200476
gsm-1,t_testN,1781519641.176918239
gsm-1,t_teardown,1781519695.020995772
gsm-1,t0,1781519695.110527647
gsm-1,t_apply,1781519696.452572998
gsm-1,t_ready,1781519732.677463326
gsm-1,t_attached,1781519733.515120050
gsm-1,t_test0,1781519733.594566388
gsm-1,t_testN,1781519933.138213698
gsm-1,t_teardown,1781519978.126934671
gsm-1,t0,1781519978.203181337
gsm-1,t_apply,1781519979.568917029
gsm-1,t_ready,1781520016.639436683
gsm-1,t_attached,1781520017.577570383
gsm-1,t_test0,1781520017.580299547
gsm-1,t_testN,1781520109.576927474
gsm-1,t_teardown,1781520162.872833790
gsm-1,t0,1781520162.953550067
gsm-1,t_apply,1781520163.745867989
gsm-1,t_ready,1781520201.103766795
gsm-1,t_attached,1781520201.983427011
gsm-1,t_test0,1781520201.985843591
gsm-1,t_testN,1781520300.700905708
gsm-1,t_teardown,1781520351.874568991
gsm-1,t0,1781520351.962566112
gsm-1,t_apply,1781520352.709117751
gsm-1,t_ready,1781520390.096336987
gsm-1,t_attached,1781520390.989117660
gsm-1,t_test0,1781520390.991699453
gsm-1,t_testN,1781520590.211220026
gsm-1,t_teardown,1781520645.437622183
gsm-1,t0,1781520645.527810612
gsm-1,t_apply,1781520646.654447098
gsm-1,t_ready,1781520683.000937930
gsm-1,t_attached,1781520683.874736737
gsm-1,t_test0,1781520683.877346301
gsm-1,t_testN,1781520775.719909432
gsm-1,t_teardown,1781520829.170130405
gsm-1,t0,1781520829.255092973
gsm-1,t_apply,1781520830.591672043
gsm-1,t_ready,1781520867.006603726
gsm-1,t_attached,1781520867.884428904
gsm-1,t_test0,1781520867.886632106
gsm-1,t_testN,1781520982.722143200
gsm-1,t_teardown,1781521036.921626203
gsm-1,t0,1781521037.014141423
gsm-1,t_apply,1781521037.871544466
gsm-1,t_ready,1781521074.434290894
gsm-1,t_attached,1781521075.293636387
gsm-1,t_test0,1781521075.295849297
gsm-1,t_testN,1781521395.484685282
gsm-1,t_teardown,1781521448.820571083
