namespace,phase,unix_ts
gsm-1,t0,1781530899.333000091
gsm-1,t_apply,1781530900.758517612
gsm-1,t_ready,1781530937.759949754
gsm-1,t_attached,1781530941.805746364
gsm-1,t_test0,1781530941.807591430
gsm-1,t_testN,1781531357.146737217
gsm-1,t_teardown,1781531410.332481309
gsm-2,t0,1781530899.334290706
gsm-2,t_apply,1781530900.945447074
gsm-2,t_ready,1781530943.952627171
gsm-2,t_attached,1781530948.343298927
gsm-2,t_test0,1781530948.344935372
gsm-2,t_testN,1781531144.911922822
gsm-2,t_teardown,1781531200.663516118
gsm-3,t0,1781530899.335239869
gsm-3,t_apply,1781530900.865987843
gsm-3,t_ready,1781530942.989985716
gsm-3,t_attached,1781530943.970356764
gsm-3,t_test0,1781530943.972695774
gsm-3,t_testN,1781531039.604194746
gsm-3,t_teardown,1781531094.700547046
gsm-4,t0,1781530899.336920905
gsm-4,t_apply,1781530900.959815826
gsm-4,t_ready,1781530949.678562315
gsm-4,t_attached,1781530950.659706259
gsm-4,t_test0,1781530950.661427647
gsm-4,t_testN,1781531049.758516996
gsm-4,t_teardown,1781531097.406779018
gsm-5,t0,1781530899.337712914
gsm-5,t_apply,1781530900.573840005
gsm-5,t_ready,1781530937.759393616
gsm-5,t_attached,1781530938.652835296
gsm-5,t_test0,1781530938.655164981
gsm-5,t_testN,1781531138.293264126
gsm-5,t_teardown,1781531191.047968804
gsm-6,t0,1781530899.340781988
gsm-6,t_apply,1781530900.827834994
gsm-6,t_ready,1781530942.998215227
gsm-6,t_attached,1781530943.984610787
gsm-6,t_test0,1781530943.986762506
gsm-6,t_testN,1781531033.110688074
gsm-6,t_teardown,1781531081.117886778
gsm-7,t0,1781530899.344516768
gsm-7,t_apply,1781530900.929371329
gsm-7,t_ready,1781530948.169419618
gsm-7,t_attached,1781530949.205436170
gsm-7,t_test0,1781530949.208230954
gsm-7,t_testN,1781531062.553093697
gsm-7,t_teardown,1781531117.381535591
gsm-8,t0,1781530899.342649881
gsm-8,t_apply,1781530900.649456835
gsm-8,t_ready,1781530937.754571220
gsm-8,t_attached,1781530938.654988267
gsm-8,t_test0,1781530938.657413035
gsm-8,t_testN,1781531271.846524402
gsm-8,t_teardown,1781531327.708692555
