namespace,phase,unix_ts
gsm-1,t0,1781530391.268128263
gsm-1,t_apply,1781530392.768133562
gsm-1,t_ready,1781530429.507426285
gsm-1,t_attached,1781530434.492428993
gsm-1,t_test0,1781530434.494399692
gsm-1,t_testN,1781530848.769875652
gsm-1,t_teardown,1781530899.098376100
gsm-2,t0,1781530391.266499784
gsm-2,t_apply,1781530392.804375620
gsm-2,t_ready,1781530434.657784003
gsm-2,t_attached,1781530435.886582228
gsm-2,t_test0,1781530435.889427761
gsm-2,t_testN,1781530629.131777737
gsm-2,t_teardown,1781530683.023644813
gsm-3,t0,1781530391.268051692
gsm-3,t_apply,1781530392.888053390
gsm-3,t_ready,1781530439.955673039
gsm-3,t_attached,1781530441.514840642
gsm-3,t_test0,1781530441.516204722
gsm-3,t_testN,1781530536.994642138
gsm-3,t_teardown,1781530590.248164447
gsm-4,t0,1781530391.268666073
gsm-4,t_apply,1781530392.898508155
gsm-4,t_ready,1781530439.958797448
gsm-4,t_attached,1781530441.533563489
gsm-4,t_test0,1781530441.534879407
gsm-4,t_testN,1781530540.078406223
gsm-4,t_teardown,1781530596.984005121
gsm-5,t0,1781530391.269870665
gsm-5,t_apply,1781530392.844578930
gsm-5,t_ready,1781530434.663058488
gsm-5,t_attached,1781530438.877617569
gsm-5,t_test0,1781530438.879606681
gsm-5,t_testN,1781530638.645717414
gsm-5,t_teardown,1781530691.963939241
gsm-6,t0,1781530391.274707440
gsm-6,t_apply,1781530392.633695233
gsm-6,t_ready,1781530429.494653179
gsm-6,t_attached,1781530431.348950029
gsm-6,t_test0,1781530431.350912831
gsm-6,t_testN,1781530523.201037041
gsm-6,t_teardown,1781530577.560874842
gsm-7,t0,1781530391.273304201
gsm-7,t_apply,1781530392.512470567
gsm-7,t_ready,1781530429.429546535
gsm-7,t_attached,1781530431.342864995
gsm-7,t_test0,1781530431.344248697
gsm-7,t_testN,1781530546.389133426
gsm-7,t_teardown,1781530601.706295178
gsm-8,t0,1781530391.274374045
gsm-8,t_apply,1781530392.710345090
gsm-8,t_ready,1781530429.518215537
gsm-8,t_attached,1781530431.348935750
gsm-8,t_test0,1781530431.350641838
gsm-8,t_testN,1781530763.986706850
gsm-8,t_teardown,1781530818.488868734
